name,disease,mnemonic,diseaseName
"SCN1A",http://purl.uniprot.org/diseases/1572,"FHM3","A subtype of migraine associated with transient blindness in some families. Migraine is a disabling symptom complex of periodic headaches, usually temporal and unilateral. Headaches are often accompanied by irritability, nausea, vomiting and photophobia, preceded by constriction of the cranial arteries. The two major subtypes are common migraine (migraine without aura) and classic migraine (migraine with aura). Classic migraine is characterized by recurrent attacks of reversible neurological symptoms (aura) that precede or accompany the headache. Aura may include a combination of sensory disturbances, such as blurred vision, hallucinations, vertigo, numbness and difficulty in concentrating and speaking."
"PRF1",http://purl.uniprot.org/diseases/1573,"FHL2","A rare disorder characterized by immune dysregulation with hypercytokinemia, defective function of natural killer cell, and massive infiltration of several organs by activated lymphocytes and macrophages. The clinical features of the disease include fever, hepatosplenomegaly, cytopenia, and less frequently neurological abnormalities ranging from irritability and hypotonia to seizures, cranial nerve deficits and ataxia."
"UNC13D",http://purl.uniprot.org/diseases/1574,"FHL3","A rare disorder characterized by immune dysregulation with hypercytokinemia, defective function of natural killer cell, and massive infiltration of several organs by activated lymphocytes and macrophages. The clinical features of the disease include fever, hepatosplenomegaly, cytopenia, and less frequently neurological abnormalities ranging from irritability and hypotonia to seizures, cranial nerve deficits and ataxia."
"STX11",http://purl.uniprot.org/diseases/1575,"FHL4","A rare disorder characterized by immune dysregulation with hypercytokinemia, defective function of natural killer cell, and massive infiltration of several organs by activated lymphocytes and macrophages. The clinical features of the disease include fever, hepatosplenomegaly, cytopenia, and less frequently neurological abnormalities ranging from irritability and hypotonia to seizures, cranial nerve deficits and ataxia."
"STXBP2",http://purl.uniprot.org/diseases/2796,"FHL5","A rare disorder characterized by immune dysregulation with hypercytokinemia, defective function of natural killer cell, and massive infiltration of several organs by activated lymphocytes and macrophages. The clinical features of the disease include fever, hepatosplenomegaly, cytopenia, and less frequently neurological abnormalities ranging from irritability and hypotonia to seizures, cranial nerve deficits and ataxia."
"TNFRSF1A",http://purl.uniprot.org/diseases/491,"FHF","A hereditary periodic fever syndrome characterized by recurrent fever, abdominal pain, localized tender skin lesions and myalgia. Reactive amyloidosis is the main complication and occurs in 25% of cases."
"CYP11B1",http://purl.uniprot.org/diseases/2693,"FH1","A disorder characterized by hypertension, variable hyperaldosteronism, and abnormal adrenal steroid production, including 18-oxocortisol and 18-hydroxycortisol. There is significant phenotypic heterogeneity, and some individuals never develop hypertension."
"CYP11B2",http://purl.uniprot.org/diseases/2693,"FH1","A disorder characterized by hypertension, variable hyperaldosteronism, and abnormal adrenal steroid production, including 18-oxocortisol and 18-hydroxycortisol. There is significant phenotypic heterogeneity, and some individuals never develop hypertension."
"KCNJ5",http://purl.uniprot.org/diseases/3198,"FH3","A form of hyperaldosteronism characterized by hypertension secondary to massive adrenal mineralocorticoid production. Like patients with familial hyperaldosteronism type 1 (glucocorticoid-remediable aldosteronism), patients with FH3 present with childhood hypertension, elevated aldosteronism levels, and high levels of the hybrid steroids 18-oxocortisol and 18-hydroxycortisol. However, hypertension and aldosteronism are not reversed by administration of exogenous glucocorticoids and patients require adrenalectomy to control hypertension."
"BAAT",http://purl.uniprot.org/diseases/492,"FHCA","A disorder characterized by elevated serum bile acid concentrations, itching, and fat malabsorption."
"TJP2",http://purl.uniprot.org/diseases/492,"FHCA","A disorder characterized by elevated serum bile acid concentrations, itching, and fat malabsorption."
"EPHX1",http://purl.uniprot.org/diseases/492,"FHCA","A disorder characterized by elevated serum bile acid concentrations, itching, and fat malabsorption."
"APOB",http://purl.uniprot.org/diseases/1587,"FHBL1","A disorder of lipid metabolism characterized by less than 5th percentile age- and sex-specific levels of low density lipoproteins, and dietary fat malabsorption. Clinical presentation may vary from no symptoms to severe gastrointestinal and neurological dysfunction similar to abetalipoproteinemia."
"ANGPTL3",http://purl.uniprot.org/diseases/3014,"FHBL2","A disorder of lipid metabolism characterized by less than 5th percentile age- and sex-specific levels of low density lipoproteins, and dietary fat malabsorption. Affected individuals present with combined hypolipidemia, consisting of extremely low plasma levels of LDL cholesterol, HDL cholesterol, and triglycerides."
"TBC1D24",http://purl.uniprot.org/diseases/2926,"FIME","A subtype of idiopathic epilepsy starting in early infancy and manifesting as myoclonic seizures, febrile convulsions, and tonic-clonic seizures."
"UMOD",http://purl.uniprot.org/diseases/493,"HNFJ1","A renal disease characterized by juvenile onset of hyperuricemia, polyuria, progressive renal failure, and gout. The disease is associated with interstitial pathological changes resulting in fibrosis."
"REN",http://purl.uniprot.org/diseases/2783,"HNFJ2","A renal disease characterized by juvenile onset of hyperuricemia, slowly progressive renal failure and anemia."
"MEFV",http://purl.uniprot.org/diseases/495,"ADFMF","A hereditary periodic fever syndrome characterized by periodic fever, serosal inflammation and pain in the abdomen, chest or joints as seen also in the autosomal recessive form of the disease. It is associated with reactive renal amyloidosis and characterized by colchicine unresponsiveness."
"MEFV",http://purl.uniprot.org/diseases/496,"ARFMF","A hereditary periodic fever syndrome characterized by recurrent episodic fever, serosal inflammation and pain in the abdomen, chest or joints. It is frequently complicated by reactive amyloidosis, which leads to renal failure and can be prophylactically treated with colchicine."
"SCN5A",http://purl.uniprot.org/diseases/1808,"VF1","A cardiac arrhythmia marked by fibrillary contractions of the ventricular muscle due to rapid repetitive excitation of myocardial fibers without coordinated contraction of the ventricle and by absence of atrial activity."
"DPP6",http://purl.uniprot.org/diseases/2563,"VF2","A cardiac arrhythmia marked by fibrillary contractions of the ventricular muscle due to rapid repetitive excitation of myocardial fibers without coordinated contraction of the ventricle and by absence of atrial activity."
"UROD",http://purl.uniprot.org/diseases/497,"FPCT","A form of porphyria. Porphyrias are inherited defects in the biosynthesis of heme, resulting in the accumulation and increased excretion of porphyrins or porphyrin precursors. They are classified as erythropoietic or hepatic, depending on whether the enzyme deficiency occurs in red blood cells or in the liver. Familial porphyria cutanea tarda is an autosomal dominant disorder characterized by light-sensitive dermatitis, with onset in later life. It is associated with the excretion of large amounts of uroporphyrin in the urine. Iron overload is often present in association with varying degrees of liver damage."
